# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,ENIUPMQTWX,0,0,1,6.123233995736766036e-17, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,65,17
# x,y,z,u,w
-2.428650367801793095e-02, 9.728001562499988264e-02, 1.238833664036447955e-03, 1.109375000000000000e+00, 2.000000000000000000e+00
-2.276935850837930736e-02, 9.728001562499988264e-02, 2.877984425997881165e-03, 1.109375000000000000e+00, 2.095955830069344827e+00
-1.839080127496179468e-02, 9.728001562499988264e-02, 3.916775477353718997e-03, 1.109375000000000000e+00, 2.276535875536843889e+00
-1.068003550443081401e-02, 9.728001562499986876e-02, 3.938393389345675594e-03, 1.109375000000000000e+00, 2.584161237591246607e+00
-2.842962306356003159e-04, 9.728001562499988264e-02, 3.206196303778726699e-03, 1.109375000000000000e+00, 3.000000000000000000e+00
9.971343346331004373e-03, 9.728001562499988264e-02, 1.343301768809891487e-03, 1.109375000000000000e+00, 3.415838762408752949e+00
1.753432393606270748e-02, 9.728001562499986876e-02, -1.675021981910728840e-04, 1.109375000000000000e+00, 3.723464124463156111e+00
2.200416454594139593e-02, 9.728001562499988264e-02, -8.877909930284266955e-04, 1.109375000000000000e+00, 3.904044169930655173e+00
2.428650367801793095e-02, 9.728001562499988264e-02, -1.238833664036447955e-03, 1.109375000000000000e+00, 4.000000000000000000e+00
2.410386144825386184e-02, 9.958387499999991899e-02, -1.191262979372859944e-03, 1.125000000000000000e+00, 0.000000000000000000e+00
2.185516575560188593e-02, 9.958387499999991899e-02, -1.373175789178663958e-03, 1.125000000000000000e+00, 9.595583006934514658e-02
1.743570243171340198e-02, 9.958387499999990511e-02, -1.516150942404888248e-03, 1.125000000000000000e+00, 2.765358755368439447e-01
9.903260777656876929e-03, 9.958387499999990511e-02, -1.541324283813198586e-03, 1.125000000000000000e+00, 5.841612375912467181e-01
