# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,BNRIVEPAOP,0,0,1,6.123233995736766036e-17, 0.000000000000000000e+00, -1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,50,25
# x,y,z,u,w
-3.874408437049598614e-02, 5.276535081469385657e-01, -9.636697714772614201e-05, 1.102040816326530726e+00, 1.562909806680132796e+00
-5.143414481180788589e-02, 5.276535081469385657e-01, 1.683461182830064268e-03, 1.102040816326530726e+00, 1.751621091438194222e+00
-5.972678834946115040e-02, 5.276535081469386768e-01, 3.161958300547815671e-03, 1.102040816326530726e+00, 1.875680585274343448e+00
-6.472453869508229540e-02, 5.276535081469385657e-01, 4.413578327307843621e-03, 1.102040816326530726e+00, 1.951584046726686061e+00
-6.681818429813610183e-02, 5.276535081469385657e-01, 6.352873183363853815e-03, 1.102040816326530726e+00, 2.000000000000000000e+00
-6.536863061192509095e-02, 5.276535081469387878e-01, 9.002997873850806382e-03, 1.102040816326530726e+00, 2.048415953273313939e+00
-6.086092967328722569e-02, 5.276535081469385657e-01, 1.167460540932163324e-02, 1.102040816326530726e+00, 2.124319414725656774e+00
-5.247771624355841713e-02, 5.276535081469385657e-01, 1.353753813524352645e-02, 1.102040816326530726e+00, 2.248378908561805556e+00
-3.937955010497035113e-02, 5.276535081469385657e-01, 1.360433643690177156e-02, 1.102040816326530726e+00, 2.437090193319866760e+00
-2.152984898196981522e-02, 5.276535081469385657e-01, 1.216434314566995287e-02, 1.102040816326530726e+00, 2.694931530939263631e+00
